"PSU","total_samples_in_psu","samples_with_opaka_catch","prop_zeros_opaka"
28258,1,0,100
28259,1,0,100
28263,1,0,100
28267,1,0,100
28270,1,0,100
28282,1,0,100
28305,1,0,100
28310,1,0,100
28314,1,0,100
28335,1,0,100
28535,1,0,100
28537,1,0,100
28543,1,0,100
28579,1,0,100
28581,1,0,100
28778,1,0,100
28781,1,0,100
28848,1,0,100
28868,1,0,100
28870,1,0,100
29022,1,0,100
29031,1,0,100
29032,1,0,100
29037,1,0,100
29041,1,0,100
29042,1,0,100
29043,1,0,100
29045,1,0,100
29055,1,0,100
29119,1,0,100
29120,1,0,100
29273,1,0,100
29279,1,0,100
29283,1,0,100
29284,1,0,100
29287,1,0,100
29316,1,0,100
29507,1,0,100
29514,1,0,100
29538,1,0,100
29545,1,0,100
29565,1,0,100
29577,1,0,100
29583,1,0,100
29711,1,0,100
29714,1,0,100
29717,1,0,100
29731,1,0,100
29772,1,0,100
29782,1,0,100
29890,1,0,100
29899,1,0,100
29906,1,0,100
29926,1,0,100
29944,1,0,100
30041,1,0,100
30043,1,0,100
30044,1,0,100
30071,1,0,100
30072,1,0,100
30154,1,0,100
30156,1,0,100
30158,1,0,100
30179,1,0,100
30260,1,0,100
30262,1,0,100
30281,1,0,100
30293,1,0,100
30316,1,0,100
30357,1,0,100
30363,1,0,100
30367,1,0,100
30374,1,0,100
30380,1,0,100
30459,1,0,100
30461,1,0,100
30473,1,0,100
30545,1,0,100
30639,1,0,100
30680,1,0,100
30715,1,0,100
30744,1,0,100
30808,1,0,100
30825,1,0,100
30931,1,0,100
31000,1,0,100
31043,1,0,100
31055,1,0,100
31063,1,0,100
31079,1,0,100
31144,1,0,100
31145,1,0,100
31210,1,0,100
31215,1,0,100
31222,1,0,100
31228,1,0,100
31238,1,0,100
31308,1,0,100
31314,1,0,100
31320,1,0,100
31331,1,0,100
31388,1,0,100
31409,1,0,100
31510,1,0,100
31515,1,0,100
31526,1,0,100
31535,1,0,100
31642,1,0,100
31693,1,0,100
31770,1,0,100
31830,1,0,100
31833,1,0,100
31861,1,0,100
31878,1,0,100
31881,1,0,100
31883,1,0,100
31885,1,0,100
31889,1,0,100
31968,1,0,100
31970,1,0,100
31975,1,0,100
31998,1,0,100
32040,1,0,100
32050,1,0,100
32113,1,0,100
32150,1,0,100
32155,1,0,100
32156,1,0,100
32167,1,0,100
32240,1,0,100
32249,1,0,100
32271,1,0,100
32306,1,0,100
32309,1,0,100
32324,1,0,100
32372,1,0,100
32457,1,0,100
32465,1,0,100
32520,1,0,100
32636,1,0,100
32648,1,0,100
32690,1,0,100
32708,1,0,100
32718,1,0,100
32753,1,0,100
32758,1,0,100
32760,1,0,100
32763,1,0,100
32774,1,0,100
32783,1,0,100
32810,1,0,100
32811,1,0,100
32819,1,0,100
32868,1,0,100
32921,1,0,100
32922,1,0,100
32952,1,0,100
32960,1,0,100
32984,1,0,100
33021,1,0,100
33022,1,0,100
33040,1,0,100
33100,1,0,100
33101,1,0,100
33105,1,0,100
33107,1,0,100
33108,1,0,100
33110,1,0,100
33178,1,0,100
33180,1,0,100
33219,1,0,100
33228,1,0,100
33233,1,0,100
33255,1,0,100
33272,1,0,100
33291,1,0,100
33326,1,0,100
33327,1,0,100
33338,1,0,100
33346,1,0,100
33349,1,0,100
33350,1,0,100
33351,1,0,100
33353,1,0,100
33360,1,0,100
33379,1,0,100
33386,1,0,100
33415,1,0,100
33419,1,0,100
33443,1,0,100
33464,1,0,100
33479,1,0,100
33482,1,0,100
33486,1,0,100
33487,1,0,100
33520,1,0,100
33537,1,0,100
33539,1,0,100
33555,1,0,100
33557,1,0,100
33591,1,0,100
33607,1,0,100
33610,1,0,100
33613,1,0,100
33614,1,0,100
33672,1,0,100
33673,1,0,100
33679,1,0,100
33687,1,0,100
33688,1,0,100
33690,1,0,100
33692,1,0,100
33693,1,0,100
33695,1,0,100
33726,1,0,100
33728,1,0,100
33740,1,0,100
33751,1,0,100
33780,1,0,100
33832,1,0,100
33835,1,0,100
33847,1,0,100
33848,1,0,100
33850,1,0,100
33864,1,0,100
33865,1,0,100
33868,1,0,100
33901,1,0,100
33914,1,0,100
33938,1,0,100
33939,1,0,100
33999,1,0,100
34012,1,0,100
34013,1,0,100
34014,1,0,100
34015,1,0,100
34023,1,0,100
34025,1,0,100
34026,1,0,100
34042,1,0,100
34053,1,0,100
34056,1,0,100
34058,1,0,100
34071,1,0,100
34092,1,0,100
34096,1,0,100
34110,1,0,100
34111,1,0,100
34166,1,0,100
34176,1,0,100
34185,1,0,100
34191,1,0,100
34215,1,0,100
34273,1,0,100
34280,1,0,100
34281,1,0,100
34283,1,0,100
34346,1,0,100
34348,1,0,100
34378,1,0,100
34414,1,0,100
34419,1,0,100
34488,1,0,100
34494,1,0,100
34496,1,0,100
34533,1,0,100
34671,1,0,100
34672,1,0,100
34689,1,0,100
34700,1,0,100
34724,1,0,100
34793,1,0,100
34796,1,0,100
34798,1,0,100
34804,1,0,100
34809,1,0,100
34812,1,0,100
34821,1,0,100
34923,1,0,100
34938,1,0,100
34941,1,0,100
34955,1,0,100
35045,1,0,100
35058,1,0,100
35060,1,0,100
35063,1,0,100
35064,1,0,100
35078,1,0,100
35175,1,0,100
35176,1,0,100
35177,1,0,100
35263,1,0,100
35355,1,0,100
35357,1,0,100
35358,1,0,100
35360,1,0,100
35361,1,0,100
35425,1,0,100
35427,1,0,100
35440,1,0,100
35444,1,0,100
35499,1,0,100
35509,1,0,100
35512,1,0,100
35621,1,0,100
35670,1,0,100
35709,1,0,100
35772,1,0,100
35784,1,0,100
35857,1,0,100
35860,1,0,100
35864,1,0,100
35898,1,0,100
35902,1,0,100
35907,1,0,100
35947,1,0,100
35987,1,0,100
35993,1,0,100
36030,1,0,100
36037,1,0,100
36069,1,0,100
36072,1,0,100
36111,1,0,100
36117,1,0,100
36120,1,0,100
36153,1,0,100
36189,1,0,100
36195,1,0,100
36224,1,0,100
36250,1,0,100
36252,1,0,100
36334,1,0,100
36336,1,0,100
36361,1,0,100
36364,1,0,100
36365,1,0,100
36392,1,0,100
36432,1,0,100
36464,1,0,100
36468,1,0,100
36475,1,0,100
36498,1,0,100
36510,1,0,100
36569,1,0,100
36598,1,0,100
36603,1,0,100
36665,1,0,100
36707,1,0,100
36714,1,0,100
36755,1,0,100
36802,1,0,100
36844,1,0,100
36846,1,0,100
36873,1,0,100
36917,1,0,100
36918,1,0,100
36924,1,0,100
36925,1,0,100
36926,1,0,100
36953,1,0,100
36956,1,0,100
36957,1,0,100
36962,1,0,100
36964,1,0,100
36968,1,0,100
37004,1,0,100
37006,1,0,100
37014,1,0,100
37041,1,0,100
37042,1,0,100
37043,1,0,100
37076,1,0,100
37086,1,0,100
37114,1,0,100
37140,1,0,100
37147,1,0,100
37150,1,0,100
37172,1,0,100
37177,1,0,100
37196,1,0,100
37198,1,0,100
37226,1,0,100
37233,1,0,100
37248,1,0,100
37269,1,0,100
37273,1,0,100
37308,1,0,100
37324,1,0,100
37325,1,0,100
37352,1,0,100
37354,1,0,100
37355,1,0,100
37357,1,0,100
37359,1,0,100
37380,1,0,100
37414,1,0,100
37417,1,0,100
37418,1,0,100
37451,1,0,100
37452,1,0,100
37456,1,0,100
37458,1,0,100
37498,1,0,100
37531,1,0,100
37532,1,0,100
37573,1,0,100
37579,1,0,100
37615,1,0,100
37624,1,0,100
37681,1,0,100
37691,1,0,100
37693,1,0,100
37755,1,0,100
37759,1,0,100
37765,1,0,100
37766,1,0,100
37836,1,0,100
37839,1,0,100
37844,1,0,100
37845,1,0,100
37921,1,0,100
37922,1,0,100
37923,1,0,100
38006,1,0,100
38018,1,0,100
38036,1,0,100
38068,1,0,100
38069,1,0,100
38086,1,0,100
38090,1,0,100
38152,1,0,100
38185,1,0,100
38189,1,0,100
38192,1,0,100
38212,1,0,100
38231,1,0,100
38243,1,0,100
38250,1,0,100
38271,1,0,100
38284,1,0,100
38288,1,0,100
38289,1,0,100
38293,1,0,100
38326,1,0,100
38328,1,0,100
38329,1,0,100
38336,1,0,100
38342,1,0,100
38345,1,0,100
38348,1,0,100
38350,1,0,100
38354,1,0,100
38358,1,0,100
38359,1,0,100
38360,1,0,100
38362,1,0,100
38366,1,0,100
38399,1,0,100
38401,1,0,100
38411,1,0,100
38413,1,0,100
38416,1,0,100
38418,1,0,100
38420,1,0,100
38426,1,0,100
38428,1,0,100
38438,1,0,100
38442,1,0,100
38444,1,0,100
38445,1,0,100
38448,1,0,100
38458,1,0,100
38460,1,0,100
38481,1,0,100
38483,1,0,100
38486,1,0,100
38491,1,0,100
38497,1,0,100
38500,1,0,100
38513,1,0,100
38519,1,0,100
38527,1,0,100
38540,1,0,100
38564,1,0,100
38574,1,0,100
38603,1,0,100
38608,1,0,100
38614,1,0,100
38615,1,0,100
38641,1,0,100
38642,1,0,100
38643,1,0,100
38644,1,0,100
38656,1,0,100
38682,1,0,100
38683,1,0,100
38686,1,0,100
38687,1,0,100
38688,1,0,100
38714,1,0,100
38730,1,0,100
38741,1,0,100
38775,1,0,100
38790,1,0,100
38818,1,0,100
38820,1,0,100
38830,1,0,100
38840,1,0,100
38868,1,0,100
38880,1,0,100
38882,1,0,100
38885,1,0,100
38890,1,0,100
38936,1,0,100
38981,1,0,100
38991,1,0,100
39021,1,0,100
39034,1,0,100
39036,1,0,100
39043,1,0,100
39071,1,0,100
39077,1,0,100
39078,1,0,100
39116,1,0,100
39165,1,0,100
39169,1,0,100
39176,1,0,100
39185,1,0,100
39214,1,0,100
39220,1,0,100
39233,1,0,100
39236,1,0,100
39242,1,0,100
39264,1,0,100
39267,1,0,100
39271,1,0,100
39319,1,0,100
39320,1,0,100
39326,1,0,100
39332,1,0,100
39335,1,0,100
39338,1,0,100
39340,1,0,100
39342,1,0,100
39377,1,0,100
39383,1,0,100
39387,1,0,100
39390,1,0,100
39392,1,0,100
39398,1,0,100
39430,1,0,100
39435,1,0,100
39440,1,0,100
39443,1,0,100
39444,1,0,100
39448,1,0,100
39502,1,0,100
39505,1,0,100
39507,1,0,100
39510,1,0,100
39546,1,0,100
39563,1,0,100
39610,1,0,100
39612,1,0,100
39623,1,0,100
39627,1,0,100
39662,1,0,100
39666,1,0,100
39676,1,0,100
39679,1,0,100
39680,1,0,100
39682,1,0,100
39686,1,0,100
39738,1,0,100
39740,1,0,100
39744,1,0,100
39782,1,0,100
39795,1,0,100
39807,1,0,100
39815,1,0,100
39828,1,0,100
39843,1,0,100
39846,1,0,100
39858,1,0,100
39860,1,0,100
39863,1,0,100
39864,1,0,100
39873,1,0,100
39874,1,0,100
39920,1,0,100
39921,1,0,100
39935,1,0,100
39943,1,0,100
39944,1,0,100
39945,1,0,100
39950,1,0,100
39978,1,0,100
40004,1,0,100
40018,1,0,100
40020,1,0,100
40032,1,0,100
40040,1,0,100
40051,1,0,100
40055,1,0,100
40059,1,0,100
40070,1,0,100
40072,1,0,100
40075,1,0,100
40076,1,0,100
40078,1,0,100
40079,1,0,100
40088,1,0,100
40099,1,0,100
40108,1,0,100
40125,1,0,100
40132,1,0,100
40135,1,0,100
40136,1,0,100
40144,1,0,100
40145,1,0,100
40147,1,0,100
40149,1,0,100
40165,1,0,100
40180,1,0,100
40194,1,0,100
40195,1,0,100
40196,1,0,100
40206,1,0,100
40207,1,0,100
40250,1,0,100
40253,1,0,100
40262,1,0,100
40266,1,0,100
40267,1,0,100
40302,1,0,100
40317,1,0,100
40318,1,0,100
40323,1,0,100
40325,1,0,100
40326,1,0,100
40328,1,0,100
40342,1,0,100
40360,1,0,100
40367,1,0,100
40376,1,0,100
40383,1,0,100
40391,1,0,100
40398,1,0,100
40416,1,0,100
40425,1,0,100
40436,1,0,100
40437,1,0,100
40447,1,0,100
40477,1,0,100
40481,1,0,100
40483,1,0,100
40485,1,0,100
40488,1,0,100
40493,1,0,100
40497,1,0,100
40498,1,0,100
40529,1,0,100
40532,1,0,100
40536,1,0,100
40549,1,0,100
40572,1,0,100
40580,1,0,100
40592,1,0,100
40599,1,0,100
40619,1,0,100
40622,1,0,100
40624,1,0,100
40628,1,0,100
40641,1,0,100
40661,1,0,100
40683,1,0,100
40685,1,0,100
40690,1,0,100
40691,1,0,100
40728,1,0,100
40746,1,0,100
40747,1,0,100
40758,1,0,100
40766,1,0,100
40769,1,0,100
40783,1,0,100
40786,1,0,100
40797,1,0,100
40800,1,0,100
40821,1,0,100
40823,1,0,100
40828,1,0,100
40832,1,0,100
40834,1,0,100
40857,1,0,100
40865,1,0,100
40871,1,0,100
40894,1,0,100
40900,1,0,100
40904,1,0,100
40907,1,0,100
40929,1,0,100
40931,1,0,100
40933,1,0,100
40934,1,0,100
40937,1,0,100
40965,1,0,100
40966,1,0,100
40967,1,0,100
40968,1,0,100
40984,1,0,100
41008,1,0,100
41025,1,0,100
41026,1,0,100
41065,1,0,100
41072,1,0,100
41078,1,0,100
41082,1,0,100
41083,1,0,100
41128,1,0,100
41133,1,0,100
41141,1,0,100
41144,1,0,100
41145,1,0,100
41156,1,0,100
41158,1,0,100
41162,1,0,100
41197,1,0,100
41200,1,0,100
41201,1,0,100
41221,1,0,100
41224,1,0,100
41230,1,0,100
41276,1,0,100
41278,1,0,100
41312,1,0,100
41313,1,0,100
41353,1,0,100
41354,1,0,100
41360,1,0,100
41361,1,0,100
41363,1,0,100
41401,1,0,100
41444,1,0,100
41488,1,0,100
41494,1,0,100
41519,1,0,100
41526,1,0,100
41529,1,0,100
41531,1,0,100
41576,1,0,100
41583,1,0,100
41611,1,0,100
41617,1,0,100
41669,1,0,100
41696,1,0,100
41740,1,0,100
41749,1,0,100
41776,1,0,100
41779,1,0,100
41806,1,0,100
41835,1,0,100
41841,1,0,100
41843,1,0,100
41844,1,0,100
41869,1,0,100
41870,1,0,100
41874,1,0,100
41902,1,0,100
41927,1,0,100
41933,1,0,100
41980,1,0,100
41988,1,0,100
42031,1,0,100
42035,1,0,100
42036,1,0,100
42053,1,0,100
42126,1,0,100
42133,1,0,100
42151,1,0,100
42180,1,0,100
42183,1,0,100
42229,1,0,100
42231,1,0,100
42258,1,0,100
42267,1,0,100
42322,1,0,100
42348,1,0,100
42351,1,0,100
42353,1,0,100
42377,1,0,100
42381,1,0,100
42409,1,0,100
42413,1,0,100
42415,1,0,100
42441,1,0,100
42445,1,0,100
42447,1,0,100
42488,1,0,100
42520,1,0,100
42522,1,0,100
42524,1,0,100
42551,1,0,100
42557,1,0,100
42558,1,0,100
42591,1,0,100
42593,1,0,100
42621,1,0,100
42685,1,0,100
42689,1,0,100
42690,1,0,100
42716,1,0,100
42743,1,0,100
42795,1,0,100
42799,1,0,100
42819,1,0,100
42822,1,0,100
42850,1,0,100
42851,1,0,100
42869,1,0,100
42894,1,0,100
42898,1,0,100
42918,1,0,100
42937,1,0,100
42954,1,0,100
42955,1,0,100
42972,1,0,100
42973,1,0,100
43017,1,0,100
43037,1,0,100
43089,1,0,100
43104,1,0,100
43106,1,0,100
43108,1,0,100
43109,1,0,100
43112,1,0,100
43135,1,0,100
43138,1,0,100
43164,1,0,100
43168,1,0,100
43184,1,0,100
43207,1,0,100
43213,1,0,100
43218,1,0,100
43227,1,0,100
43235,1,0,100
43250,1,0,100
43265,1,0,100
43266,1,0,100
43278,1,0,100
43307,1,0,100
43308,1,0,100
43326,1,0,100
43329,1,0,100
43341,1,0,100
43368,1,0,100
43377,1,0,100
43378,1,0,100
43383,1,0,100
43386,1,0,100
43396,1,0,100
43424,1,0,100
43434,1,0,100
43458,1,0,100
43459,1,0,100
43463,1,0,100
43472,1,0,100
43475,1,0,100
43497,1,0,100
43507,1,0,100
43509,1,0,100
43517,1,0,100
43543,1,0,100
43552,1,0,100
43569,1,0,100
43573,1,0,100
43575,1,0,100
43577,1,0,100
43598,1,0,100
43605,1,0,100
43607,1,0,100
43628,1,0,100
43629,1,0,100
43666,1,0,100
43670,1,0,100
43691,1,0,100
43721,1,0,100
43742,1,0,100
43747,1,0,100
43795,1,0,100
43798,1,0,100
43800,1,0,100
43853,1,0,100
43877,1,0,100
43932,1,0,100
43957,1,0,100
43962,1,0,100
43963,1,0,100
44013,1,0,100
44014,1,0,100
44018,1,0,100
44021,1,0,100
44048,1,0,100
44049,1,0,100
44080,1,0,100
44114,1,0,100
44171,1,0,100
44176,1,0,100
44208,1,0,100
44209,1,0,100
44210,1,0,100
44211,1,0,100
44241,1,0,100
44283,1,0,100
44285,1,0,100
44286,1,0,100
44323,1,0,100
44325,1,0,100
44326,1,0,100
44332,1,0,100
44359,1,0,100
44360,1,0,100
44364,1,0,100
44408,1,0,100
44409,1,0,100
44414,1,0,100
44443,1,0,100
44452,1,0,100
44465,1,0,100
44467,1,0,100
44486,1,0,100
44495,1,0,100
44504,1,0,100
44506,1,0,100
44508,1,0,100
44510,1,0,100
44537,1,0,100
44542,1,0,100
44547,1,0,100
44548,1,0,100
44557,1,0,100
44579,1,0,100
44586,1,0,100
44587,1,0,100
44590,1,0,100
44591,1,0,100
44622,1,0,100
44627,1,0,100
44630,1,0,100
44631,1,0,100
44657,1,0,100
44697,1,0,100
44704,1,0,100
44706,1,0,100
44746,1,0,100
44755,1,0,100
44756,1,0,100
44806,1,0,100
44935,1,0,100
44943,1,0,100
45002,1,0,100
45005,1,0,100
45012,1,0,100
45069,1,0,100
45071,1,0,100
45076,1,0,100
45083,1,0,100
45085,1,0,100
45140,1,0,100
45141,1,0,100
45146,1,0,100
45191,1,0,100
45203,1,0,100
45204,1,0,100
45208,1,0,100
45210,1,0,100
45216,1,0,100
45241,1,0,100
45246,1,0,100
45248,1,0,100
45250,1,0,100
45264,1,0,100
45272,1,0,100
45274,1,0,100
45279,1,0,100
45281,1,0,100
45298,1,0,100
45304,1,0,100
45309,1,0,100
45337,1,0,100
45357,1,0,100
45360,1,0,100
45366,1,0,100
45374,1,0,100
45376,1,0,100
45386,1,0,100
45394,1,0,100
45395,1,0,100
45407,1,0,100
45423,1,0,100
45426,1,0,100
45427,1,0,100
45431,1,0,100
45437,1,0,100
45438,1,0,100
45446,1,0,100
45448,1,0,100
45451,1,0,100
45454,1,0,100
45455,1,0,100
45457,1,0,100
45467,1,0,100
45471,1,0,100
45473,1,0,100
45474,1,0,100
45477,1,0,100
45478,1,0,100
45480,1,0,100
45484,1,0,100
45485,1,0,100
45486,1,0,100
45499,1,0,100
45501,1,0,100
45507,1,0,100
45508,1,0,100
45512,1,0,100
45524,1,0,100
45551,1,0,100
